product_id,product_name,primary_category,popularity_index,value_score,customer_trust_index,revenue_opportunity_score,discount_effectiveness_score,segment,segment_name
B07JW9H4J1,"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",Computers&Accessories,0.7788200949440413,0.10803324099722991,0.7432625332473235,0.013139235385949194,0.6650173181593272,1,Trusted Winners
B098NS6PVG,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)",Computers&Accessories,0.8247020003309494,0.20629463104998677,0.749861641196725,0.002981420349638935,0.425531914893617,1,Trusted Winners
B096MSW6CT,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers&Accessories,0.6925293811262458,0.20113726527373713,0.6148035321815638,0.028374095701097213,0.8683819891142999,3,Margin Watchlist
B08HDJ86NZ,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers&Accessories,0.8835615726035925,0.13101903695408734,0.84337884243574,0.007879042588434103,0.5507174666006929,1,Trusted Winners
B08CF3B7N1,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers&Accessories,0.7509306249581249,0.2799043062200957,0.7165691239943835,0.0044340522366633104,0.6338446313706086,3,Margin Watchlist
B08Y1TFSP6,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers&Accessories,0.7807100015227074,0.2686329918756623,0.6923680228335795,0.01601231803925372,0.8201385452746166,3,Margin Watchlist
B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories,0.7426698138754881,0.23823216536500622,0.692051826517759,0.005770125987372697,0.6593270658090055,3,Margin Watchlist
B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories,0.7962211997675294,0.19271431854746032,0.7778565156516809,0.001343280409807624,0.2446808510638298,1,Trusted Winners
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers&Accessories,0.9332422932448905,0.08638329290159268,0.890827661620355,0.011246032155079298,0.5195447798119743,1,Trusted Winners
B082LZGK39,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers&Accessories,0.8247020003309494,0.20629463104998677,0.749861641196725,0.0019876135664259565,0.326571004453241,1,Trusted Winners
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories,0.732957586046514,0.2865686944634313,0.7157073225171664,0.0032680258032041403,0.5851063829787235,3,Margin Watchlist
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories,0.8835615726035925,0.14416475972540047,0.84337884243574,0.010647354849235274,0.6546264225630877,1,Trusted Winners
B07KSMBL2H,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,1.0,0.20620043258832013,1.0,0.011592576774001146,0.7511133102424543,1,Trusted Winners
B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories,0.5958162300906015,0.1231578947368421,0.5673628830357258,0.007883509187933794,0.6338446313706086,0,Visibility Builders
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories,0.653315286330313,0.2646474677259185,0.6087703632865312,0.0037789310342183926,0.6086095992083126,3,Margin Watchlist
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,0.7589488217855874,0.12939224852963355,0.7582910478677483,0.000914570944291802,0.14151410192973776,1,Trusted Winners
B0B6F7LX4C,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),Electronics,0.802148200071823,0.00307916730894312,0.7655753717640286,0.21265823394605787,0.4571994062345374,2,Revenue Upside
B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories,0.8247020003309494,0.16487000634115406,0.749861641196725,0.002981420349638935,0.376051459673429,1,Trusted Winners
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories,0.7309385352552109,0.21145199682623644,0.6811186331324014,0.005284902964878571,0.6086095992083126,3,Margin Watchlist
B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,0.7243440987674523,0.0032714291287893565,0.7072255220656231,0.14838799146346998,0.41489361702127664,1,Trusted Winners
B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,0.5171372227935688,0.04761258817145957,0.5177812166730521,0.010332257800670402,0.5121227115289462,0,Visibility Builders
B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,0.7175206713575186,0.1361063950198076,0.6048360931549593,0.003804451067197242,0.4027709054923306,1,Trusted Winners
B09F6S8BT6,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),Electronics,0.748114971326212,0.0032714291287893565,0.7306193632063566,0.16966523922384472,0.43617021276595747,2,Revenue Upside
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories,0.7054837182040112,0.695807314897413,0.6417768435939025,0.0023803999651814773,0.6927263730826323,3,Margin Watchlist
B0B1YVCJ2Y,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),Electronics,0.6522567455779671,0.003837862331278235,0.6359363672930203,0.13347880949672108,0.44680851063829785,1,Trusted Winners
B01M4GGIVU,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),Electronics,0.7254756668332613,0.21660936260248614,0.6921837404251814,0.008742341336210248,0.748144482929243,3,Margin Watchlist
B08B42LWKN,OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black),Electronics,0.8068386390188961,0.002873875802246466,0.7700603498004283,0.09722805475111383,0.25977238990598717,1,Trusted Winners
